Time,Tag,Code,Log
1680747898,GNSS,0,"$GNRMC,022451.000,A,2649.287761,N,07551.401765,E,0.00,119.07,060423,,,D,V*01"
1680747900,GNSS,0,
1680747902,GNSS,0,"$GNRMC,022452.000,A,2649.288308,N,07551.401895,E,0.00,119.07,060423,,,D,V*06"
1680747904,GNSS,0,
1680747906,GNSS,0,
1680747908,GNSS,0,"$GNRMC,022453.000,A,2649.288415,N,07551.402066,E,0.00,119.07,060423,,,D,V*0B"
1680747910,GNSS,0,
1680747912,GNSS,0,"$GNRMC,022454.000,A,2649.288180,N,07551.402218,E,0.00,119.07,06042"
1680747914,GNSS,0,
1680747916,GNSS,0,
1680747918,GNSS,0,
1680747920,GNSS,0,"$GNRMC,022511.000,A,2649.283502,N,07551.400676,E,0.00,119.07,060423,,,D,V*05"
1680747922,GNSS,0,
1680747924,GNSS,0,"$GNRMC,022512.000,A,2649.283639,N,07551."
1680747926,GNSS,0,
1680747928,GNSS,0,
1680747930,GNSS,0,"$GNRMC,022513.000,A,2649.283816,N,07551.399021,E,0.00,119.07,060423,,,D,V*0C"
1680747932,GNSS,0,
1680747934,GNSS,0,
1680747936,GNSS,0,"$GNRMC,022530."
1680747938,GNSS,0,
1680747940,GNSS,0,
1680747942,GNSS,0,"$GNRMC,022531.000,A,2649.283786,N,07551.397626,E,0.00,119.07,060423,,,D,V*05"
1680747944,GNSS,0,
1680747946,GNSS,0,
1680747948,GNSS,0,"$GNRMC,022532.000,A,2649.283786,N,07551.397626,E,0.00,119.07,060423,,,D,V*06"
1680747950,GNSS,0,
1680747952,GNSS,0,"$GNRMC,022533.000,A,2649.284384,N,07551.398344,E,0.00,119.07,060423,,,D,V*08"
1680747954,GNSS,0,
1680747956,GNSS,0,"$GNRMC,022549.000,A,2649.287157,N,07551.399184,E,0.00,119.07,060423,,,D,V*05"
1680747958,GNSS,0,
1680747960,GNSS,0,"$GNRMC,022550.000,A,2649.287157,N,07551.399184,E,0.00,119.07,060423,,,D,V*0D"
1680747962,GNSS,0,
1680747964,GNSS,0,
1680747966,GNSS,0,"$GNRMC,022551.000,A,2649.287157,N,07551.399184,E,0.00,119.07,060423,,,D,V*0C"
1680747968,GNSS,0,
1680747970,GNSS,0,"$GNRMC,022552.000,A,2649.287157,N"
1680747972,GNSS,0,
1680747974,GNSS,0,"$GNRMC,022608.000,A,2649.287502,N,07551.398796,E,0.00,119.07,060423,,,D,V*03"
1680747976,GNSS,0,
1680747978,GNSS,0,
1680747980,GNSS,0,"$GNRMC,022609.000,A,2649.287343,N,07551.399042,E,0.00,119.07,060423,,,D,V*0E"
1680747982,GNSS,0,
1680747984,GNSS,0,"$GNRMC,022610.000,A,2649.287222,N,07551.398842,E,0.00,119.07,06"
1680747986,GNSS,0,
1680747988,GNSS,0,
1680747990,GNSS,0,"$GNRMC,022611.000,A,2649.287222,N,07551.398842,E,0.00,119.07,060423,,,D,V*08"
1680747992,GNSS,0,
